Seed,n,m,eps,tol,Iterationen,Zeit [s],Marginalfehler,Kosten,Kostendifferenz
8,128,128,0.1,1e-06,34026,0.6133673191070557,9.998366007971105e-07,1.5752533738450185,0.0005220870928868138
9,128,128,0.1,1e-06,17183,0.29969072341918945,9.998247347126066e-07,4.395626923506919,0.0014610639512735446
0,128,128,0.09,1e-06,17899,0.3266134262084961,9.99911408864837e-07,2.249541738575635,0.0003670400416444508
1,128,128,0.09,1e-06,31271,0.5351014137268066,9.998307316880922e-07,1.884496094750637,0.000522263643814469
2,128,128,0.09,1e-06,35634,0.651045560836792,9.996146404355616e-07,2.0128881073849656,0.0008851421278897043
3,128,128,0.09,1e-06,9511,0.1656641960144043,9.997462508352234e-07,4.394342203529897,0.0003222587743518801
4,128,128,0.09,1e-06,19533,0.33548450469970703,9.997069752819276e-07,2.5865301293750838,0.000630583469645174
5,128,128,0.09,1e-06,25885,0.42940425872802734,9.993645630514136e-07,2.6273744854147574,0.0012256483476340563
6,128,128,0.09,1e-06,4274,0.07044434547424316,9.821069425590412e-07,6.347632583546742,0.0009843366750281746
7,128,128,0.09,1e-06,38078,0.6692788600921631,9.999978501807477e-07,2.1816623253591763,0.00013783105850029287
8,128,128,0.09,1e-06,38136,0.6701312065124512,9.995818182496202e-07,1.5752536307361074,0.0005218302017979681
9,128,128,0.09,1e-06,18764,0.3273952007293701,9.994911566515996e-07,4.395627407444115,0.0014605800140774505
0,128,128,0.08,1e-06,18975,0.3481149673461914,9.999402557549913e-07,2.249541728011926,0.00036705060535346945
1,128,128,0.08,1e-06,35081,0.5976989269256592,9.998518119211375e-07,1.884496105588294,0.0005222528061574749
2,128,128,0.08,1e-06,40971,0.6885890960693359,9.99710607199611e-07,2.012904538955138,0.0008687105577172005
3,128,128,0.08,1e-06,10504,0.1877918243408203,9.98388654298299e-07,4.394342506086431,0.00032195621781738737
4,128,128,0.08,1e-06,21677,0.4135599136352539,9.989124720808512e-07,2.5865306316834147,0.0006300811613142443
5,128,128,0.08,1e-06,29121,0.4902522563934326,9.993266997364997e-07,2.627374530339371,0.0012256034230202495
6,128,128,0.08,1e-06,100000,1.653852939605713,nan,nan,nan
7,128,128,0.08,1e-06,41243,0.7466120719909668,9.99930250496217e-07,2.1816623605420444,0.00013779587563211848
8,128,128,0.08,1e-06,43287,0.7286040782928467,9.999780901312483e-07,1.5752534916806953,0.0005219692572100421
9,128,128,0.08,1e-06,100000,1.7696988582611084,nan,nan,nan
0,128,128,1.0,1e-07,3166,0.05218648910522461,9.994398120737047e-08,2.4939840281091508,0.2440752494918712
1,128,128,1.0,1e-07,2936,0.044255971908569336,9.978711310379418e-08,2.1625254766786792,0.2775071182842277
2,128,128,1.0,1e-07,2765,0.043871402740478516,9.98594769270611e-08,2.2760203729904704,0.26224712347761514
3,128,128,1.0,1e-07,1278,0.019293785095214844,9.920334986118773e-08,4.560266179125411,0.1656017168211621
4,128,128,1.0,1e-07,2684,0.040830135345458984,9.97224994837842e-08,2.7920566684744843,0.20489595562975538
5,128,128,1.0,1e-07,2352,0.03464555740356445,9.988454741267916e-08,2.8407776360972012,0.2121775023348098
6,128,128,1.0,1e-07,627,0.00937509536743164,9.793636394223038e-08,6.428378551267315,0.07976163104554423
7,128,128,1.0,1e-07,2667,0.04343724250793457,9.996733870212826e-08,2.4339452673556643,0.25214511093798775
